% 1st line ground truth, frame1 id, frame2 id, Rf2s in euler angles in radians, and Tc1 in c2 in meters
% 2nd line 8 point in OpenCV, camera distortion not considered!
% frame 1 id, matches, euler angles RPY Rf2s=R3(-y)R2(-p)R1(-r), and normalized translation T 1st in 2nd frame
% 3rd line P4PRansac, matches number, scale 2nd/scale 1st, euler angles RPY for Rc12c2, and Tfins frame
% 4th line P4PRansac+ 2ViewBA, matches number, scale 2nd/scale 1st, euler angles RPY for Rc12c2, and Tfins frame
136	1581	0.00225365	-0.08369961	0.00371837	0.85210086	-0.74502978	0.15396396
136	855	-0.00372668	-0.05596061	-0.00250625	0.48476287	-0.04261038	0.87360707
855	5.32393351	0.00200161	-0.05548263	0.00529128	0.00324052	0.00016903	0.00533207
855	5.32393351	0.00194164	-0.05599551	0.00513055	0.00355203	0.00007473	0.00533044
144	1587	-0.00024801	-0.06875623	0.00489535	0.54942943	-0.72771136	1.32674807
144	636	-0.00047453	-0.04346268	0.00459267	-0.02591440	-0.00957372	0.99961832
636	4.67736386	0.00048862	-0.04371340	0.00576011	-0.00121164	0.00014626	0.02536259
636	4.67736386	0.00054960	-0.04674810	0.00660563	0.00072153	0.00022130	0.02344119
156	1598	-0.00385595	0.00428895	-0.00726940	0.46610475	-0.78127672	1.84814993
156	658	-0.00147681	0.02153751	-0.00234682	0.01803204	0.01884527	0.99965979
658	4.74846350	-0.00566861	0.01868748	-0.00740278	0.00325777	-0.00069385	0.02017491
658	4.74846350	-0.00377034	0.02362768	-0.00638611	-0.00044885	-0.00022641	0.03126510
163	1606	-0.00095532	-0.01868449	0.00614117	0.56612005	-0.78514762	0.65661060
163	919	0.00816863	-0.00658371	0.01352543	0.17289707	0.09362416	0.98048005
919	4.69580364	0.00241443	-0.00584569	0.02063913	0.00276107	0.00109211	0.01014117
919	4.69580364	-0.00158987	-0.00355532	0.00435991	0.00118776	-0.00031692	0.01388675
169	1611	-0.00307441	-0.02443077	0.00008063	0.44950836	-0.83496752	1.27153991
169	698	-0.00117731	-0.00801601	0.00039073	-0.04601794	-0.00151507	0.99893946
698	4.50276580	0.00034529	-0.00908710	0.00959733	-0.00056813	0.00097167	0.02707509
698	4.50276580	-0.00162152	-0.00737019	-0.00064772	-0.00177298	-0.00005761	0.02491939
176	1618	-0.00489609	-0.00426693	-0.00729061	0.30873087	-0.84811546	0.81358350
176	568	-0.00630774	0.00738078	-0.00747696	-0.01233092	-0.04903496	0.99872094
568	4.46168148	-0.00479977	0.01065653	-0.00794636	-0.00143467	-0.00018454	0.01479380
568	4.46168148	-0.00470511	0.00825514	-0.00640427	-0.00060369	-0.00036498	0.01934640
401	2462	-0.01689722	-0.00141173	-0.01469149	0.11960251	0.40218876	-6.28449801
401	219	-0.01521508	0.00298412	-0.02354784	0.03768351	0.01560167	-0.99916792
219	6.26961079	-0.02514102	-0.00211473	-0.01022203	0.01707993	-0.00527572	-0.13175572
219	6.26961079	-0.01565767	0.00410062	-0.01956069	0.00145743	0.00008380	-0.01825496
416	2468	-0.00827194	-0.37455639	-0.05413403	-1.12388312	0.64549254	-3.78230094
416	295	-0.00336403	-0.36243772	-0.04159606	-0.16250539	0.01445307	-0.98660180
295	9.89885198	0.03461722	-0.42239356	0.00080782	0.02085282	0.02563094	-0.04694094
295	9.89885198	0.02244100	-0.33925926	0.00626846	-0.07016509	0.02131437	0.22807952
2369	3312	-0.01466662	-0.00791594	-0.00001224	-0.15145533	0.03588461	0.85432608
2369	850	-0.01212878	-0.00463880	0.01116096	0.18941855	-0.02892897	0.98147019
850	2.51250655	0.03577327	-0.01728977	-0.04588966	0.06391680	0.09165573	0.16921860
850	2.51250655	-0.00549739	-0.01001448	-0.00194358	0.03826883	0.01460934	0.13590861
2375	3320	0.00314449	-0.02028726	-0.00179382	-0.45080581	0.05189455	-0.88275560
2375	743	0.00578077	-0.01201785	-0.00821094	0.02835213	0.03322554	-0.99904565
743	2.69007953	0.00390428	-0.01707805	0.00165553	0.00456253	-0.00073777	-0.06694316
743	2.69007953	0.00522151	-0.02067491	0.00001398	0.00860631	0.00094212	-0.03466081
2375	3321	0.00960254	-0.01681734	-0.00284793	-0.47162998	0.07797215	-1.88917286
2375	650	0.01028703	-0.01697285	0.00148703	0.09620529	0.01331155	-0.99527250
650	2.70319810	0.00545266	-0.06032842	0.01624027	0.17628921	-0.00909600	-0.08056521
650	2.70319810	0.01492652	-0.02994260	0.00109195	0.00275777	0.00063723	-0.00385372
2382	3326	-0.00284915	-0.00723750	-0.00412294	-0.71363730	0.01615395	0.15193739
2382	1047	0.00003318	-0.00030979	-0.00959715	-0.12187308	0.01164410	0.99247739
1047	2.03051418	0.00280237	-0.01662412	-0.00127229	0.04055251	0.01265014	0.10408491
1047	2.03051418	-0.00171012	-0.01594448	-0.00016861	0.03169888	-0.00060496	0.05935974
2382	3328	0.00899732	-0.00205227	-0.00425699	-0.73044283	0.06355194	-1.84232315
2382	747	0.01153249	-0.00117811	-0.00578228	0.01869653	0.04275709	-0.99891054
747	2.18367611	0.00898505	0.00064752	-0.00250779	0.00253318	0.00346449	-0.17764549
747	2.18367611	0.00680039	-0.01193133	0.00802091	0.03533125	0.00070248	-0.17167440
2387	3333	-0.01211670	0.00497190	-0.00444573	-0.70336911	0.03534777	-1.80325527
2387	736	-0.00995576	0.00550987	0.00467720	0.02463263	0.01306455	-0.99961120
736	2.48812153	-0.01149752	0.00973916	-0.00040041	-0.00801932	-0.00181698	-0.17318202
736	2.48812153	-0.00884438	-0.00269776	0.00155324	0.02158653	0.00261204	-0.10405491
2391	3335	-0.00191908	0.00641515	0.00240843	-0.65841742	0.01966774	0.11621822
2391	979	-0.00306906	0.00942103	-0.00065360	0.20460811	-0.07479411	0.97598225
979	2.52440464	-0.00076275	0.00683595	0.00485962	0.00869776	-0.00066406	0.02681205
979	2.52440464	-0.00152602	0.00754020	0.00511609	0.01015792	-0.00205882	0.04098092
2396	3340	-0.00045584	0.00271522	0.00556914	-0.64555102	0.02969481	0.07485733
2396	864	-0.00174141	0.00729655	-0.00044239	0.27697363	-0.00447794	0.96086708
864	2.47445661	0.00007855	0.00381725	0.00727384	0.01006737	-0.00067223	0.02175508
864	2.47445661	0.00215867	0.00254264	0.00619963	0.01471659	0.00294488	0.02769146
2400	3343	0.00006708	-0.00175301	0.00470610	-0.63913337	0.02147085	0.99499316
2400	768	-0.00200594	-0.00617525	0.00178274	0.15174332	-0.03682742	0.98773362
